,id,season,seasonType,week,startDate,homeTeamId,homeTeam,homeConference,homeClassification,homeScore,awayTeamId,awayTeam,awayConference,awayClassification,awayScore,provider,spread,formattedSpread,spreadOpen,overUnder,overUnderOpen,homeMoneyline,awayMoneyline,0
355,401756878,2025,regular,1,2025-08-30T18:00:00.000Z,277,West Virginia,Big 12,fbs,45.0,2523,Robert Morris,NEC,fcs,3.0,Bovada,-40.0,West Virginia -40.0,-37.5,56.5,55.5,,,
356,401756878,2025,regular,1,2025-08-30T18:00:00.000Z,277,West Virginia,Big 12,fbs,45.0,2523,Robert Morris,NEC,fcs,3.0,ESPN Bet,-43.5,West Virginia -43.5,-38.5,58.5,55.5,,,
357,401756884,2025,regular,2,2025-09-06T23:00:00.000Z,242,Rice,American Athletic,fbs,9.0,248,Houston,Big 12,fbs,35.0,Bovada,13.5,Houston -13.5,13.5,38.5,41.5,390.0,-550.0,
358,401756884,2025,regular,2,2025-09-06T23:00:00.000Z,242,Rice,American Athletic,fbs,9.0,248,Houston,Big 12,fbs,35.0,ESPN Bet,13.5,Houston -13.5,12.5,38.5,40.5,450.0,-700.0,
359,401756853,2025,regular,1,2025-08-30T19:30:00.000Z,66,Iowa State,Big 12,fbs,55.0,233,South Dakota,MVFC,fcs,7.0,Bovada,-16.5,Iowa State -16.5,-14.5,47.5,46.5,,,
360,401756853,2025,regular,1,2025-08-30T19:30:00.000Z,66,Iowa State,Big 12,fbs,55.0,233,South Dakota,MVFC,fcs,7.0,ESPN Bet,-13.5,Iowa State -13.5,-15.5,47.5,46.5,-800.0,500.0,
361,401761598,2025,regular,2,2025-09-06T23:00:00.000Z,2247,Georgia State,Sun Belt,fbs,16.0,235,Memphis,American Athletic,fbs,38.0,Bovada,14.5,Memphis -14.5,14.0,57.5,54.0,425.0,-600.0,
362,401761598,2025,regular,2,2025-09-06T23:00:00.000Z,2247,Georgia State,Sun Belt,fbs,16.0,235,Memphis,American Athletic,fbs,38.0,ESPN Bet,15.5,Memphis -15.5,13.5,57.5,54.5,500.0,-800.0,
363,401752820,2025,regular,2,2025-09-06T20:00:00.000Z,275,Wisconsin,Big Ten,fbs,42.0,2393,Middle Tennessee,Conference USA,fbs,10.0,Bovada,-28.5,Wisconsin -28.5,-27.5,45.5,46.5,-6500.0,1300.0,
364,401752820,2025,regular,2,2025-09-06T20:00:00.000Z,275,Wisconsin,Big Ten,fbs,42.0,2393,Middle Tennessee,Conference USA,fbs,10.0,ESPN Bet,-28.5,Wisconsin -28.5,-28.5,44.5,46.5,,,
365,401752795,2025,regular,1,2025-08-29T23:30:00.000Z,356,Illinois,Big Ten,fbs,52.0,2710,Western Illinois,Big South-OVC,fcs,3.0,Bovada,-48.5,Illinois -48.5,-45.5,62.5,63.5,,,
366,401752795,2025,regular,1,2025-08-29T23:30:00.000Z,356,Illinois,Big Ten,fbs,52.0,2710,Western Illinois,Big South-OVC,fcs,3.0,ESPN Bet,-48.5,Illinois -48.5,-45.5,63.5,61.5,,,
367,401762792,2025,regular,1,2025-08-30T16:00:00.000Z,2309,Kent State,Mid-American,fbs,21.0,2771,Merrimack,FCS Independents,fcs,17.0,Bovada,-5.5,Kent State -5.5,-6.5,50.5,50.5,,,
368,401752818,2025,regular,2,2025-09-06T19:30:00.000Z,164,Rutgers,Big Ten,fbs,45.0,193,Miami (OH),Mid-American,fbs,17.0,Bovada,-15.5,Rutgers -15.5,-14.0,45.5,48.0,-585.0,410.0,
369,401752818,2025,regular,2,2025-09-06T19:30:00.000Z,164,Rutgers,Big Ten,fbs,45.0,193,Miami (OH),Mid-American,fbs,17.0,ESPN Bet,-15.5,Rutgers -15.5,-13.5,45.5,48.5,-750.0,475.0,
370,401757221,2025,regular,1,2025-08-30T23:30:00.000Z,2348,Louisiana Tech,Conference USA,fbs,24.0,2545,SE Louisiana,Southland,fcs,0.0,ESPN Bet,-14.5,Louisiana Tech -14.5,-13.5,50.5,48.5,-750.0,475.0,
371,401757221,2025,regular,1,2025-08-30T23:30:00.000Z,2348,Louisiana Tech,Conference USA,fbs,24.0,2545,SE Louisiana,Southland,fcs,0.0,Bovada,-14.5,Louisiana Tech -14.5,-14.5,51.0,50.0,-700.0,475.0,
372,401757223,2025,regular,1,2025-08-31T01:00:00.000Z,166,New Mexico State,Conference USA,fbs,19.0,2803,Bryant,CAA,fcs,3.0,ESPN Bet,-19.5,New Mexico State -19.5,-19.5,52.5,53.5,-1200.0,700.0,
373,401757223,2025,regular,1,2025-08-31T01:00:00.000Z,166,New Mexico State,Conference USA,fbs,19.0,2803,Bryant,CAA,fcs,3.0,Bovada,-19.5,New Mexico State -19.5,-19.5,53.5,53.5,,,
374,401752824,2025,regular,2,2025-09-06T19:30:00.000Z,2483,Oregon,Big Ten,fbs,69.0,197,Oklahoma State,Big 12,fbs,3.0,Bovada,-28.5,Oregon -28.5,-28.0,55.5,58.5,-10000.0,1600.0,
375,401752824,2025,regular,2,2025-09-06T19:30:00.000Z,2483,Oregon,Big Ten,fbs,69.0,197,Oklahoma State,Big 12,fbs,3.0,ESPN Bet,-28.5,Oregon -28.5,-27.5,55.5,58.5,,,
376,401752947,2025,regular,1,2025-08-31T02:00:00.000Z,265,Washington State,Pac-12,fbs,13.0,70,Idaho,Big Sky,fcs,10.0,ESPN Bet,-16.5,Washington State -16.5,-9.5,50.5,50.5,-1000.0,600.0,
377,401752947,2025,regular,1,2025-08-31T02:00:00.000Z,265,Washington State,Pac-12,fbs,13.0,70,Idaho,Big Sky,fcs,10.0,Bovada,-17.0,Washington State -17.0,-14.5,51.0,50.5,-850.0,550.0,
378,401757228,2025,regular,2,2025-09-06T22:00:00.000Z,276,Marshall,Sun Belt,fbs,20.0,2623,Missouri State,Conference USA,fbs,21.0,Bovada,-7.0,Marshall -7.0,-10.0,53.5,56.5,-410.0,305.0,
379,401757228,2025,regular,2,2025-09-06T22:00:00.000Z,276,Marshall,Sun Belt,fbs,20.0,2623,Missouri State,Conference USA,fbs,21.0,ESPN Bet,-7.5,Marshall -7.5,-9.5,53.5,56.5,-280.0,230.0,
380,401756881,2025,regular,2,2025-09-06T19:30:00.000Z,38,Colorado,Big 12,fbs,31.0,48,Delaware,Conference USA,fbs,7.0,Bovada,-23.5,Colorado -23.5,-23.5,49.5,50.0,-2500.0,1000.0,
381,401756881,2025,regular,2,2025-09-06T19:30:00.000Z,38,Colorado,Big 12,fbs,31.0,48,Delaware,Conference USA,fbs,7.0,ESPN Bet,-23.5,Colorado -23.5,-24.5,49.5,50.5,-3000.0,1200.0,
382,401752937,2025,regular,2,2025-09-06T19:30:00.000Z,204,Oregon State,Pac-12,fbs,27.0,278,Fresno State,Mountain West,fbs,36.0,Bovada,-1.0,Oregon State -1.0,-2.0,45.5,48.5,-125.0,105.0,
383,401752937,2025,regular,2,2025-09-06T19:30:00.000Z,204,Oregon State,Pac-12,fbs,27.0,278,Fresno State,Mountain West,fbs,36.0,ESPN Bet,-1.5,Oregon State -1.5,-2.5,44.5,48.5,-120.0,-110.0,
384,401754637,2025,regular,2,2025-09-06T19:30:00.000Z,228,Clemson,ACC,fbs,27.0,2653,Troy,Sun Belt,fbs,16.0,Bovada,-31.0,Clemson -31.0,-32.0,51.5,51.5,-20000.0,1800.0,
385,401754637,2025,regular,2,2025-09-06T19:30:00.000Z,228,Clemson,ACC,fbs,27.0,2653,Troy,Sun Belt,fbs,16.0,ESPN Bet,-29.5,Clemson -29.5,-31.5,51.5,51.5,,,
386,401762458,2025,regular,2,2025-09-06T19:30:00.000Z,2426,Navy,American Athletic,fbs,38.0,5,UAB,American Athletic,fbs,24.0,Bovada,-20.5,Navy -20.5,-21.0,59.0,58.5,-1600.0,800.0,
387,401762458,2025,regular,2,2025-09-06T19:30:00.000Z,2426,Navy,American Athletic,fbs,38.0,5,UAB,American Athletic,fbs,24.0,ESPN Bet,-22.5,Navy -22.5,-21.5,58.5,59.5,-1600.0,800.0,
388,401756882,2025,regular,2,2025-09-06T23:00:00.000Z,2306,Kansas State,Big 12,fbs,21.0,349,Army,American Athletic,fbs,24.0,Bovada,-17.0,Kansas State -17.0,-14.5,48.5,49.0,-650.0,450.0,
389,401756882,2025,regular,2,2025-09-06T23:00:00.000Z,2306,Kansas State,Big 12,fbs,21.0,349,Army,American Athletic,fbs,24.0,ESPN Bet,-16.5,Kansas State -16.5,-17.5,48.5,46.5,-800.0,500.0,
390,401752784,2025,regular,14,2025-11-29T05:00:00.000Z,2,Auburn,SEC,fbs,,333,Alabama,SEC,fbs,,ESPN Bet,5.5,Alabama -5.5,5.5,51.5,51.5,180.0,-215.0,
391,401762521,2025,regular,16,2025-12-13T20:00:00.000Z,2426,Navy,American Athletic,fbs,,349,Army,American Athletic,fbs,,ESPN Bet,-3.5,Navy -3.5,-3.5,39.5,39.5,-145.0,125.0,
392,401752675,2025,regular,1,2025-08-30T22:00:00.000Z,201,Oklahoma,SEC,fbs,35.0,2287,Illinois State,MVFC,fcs,3.0,Bovada,-39.5,Oklahoma -39.5,-35.5,61.0,61.5,,,
393,401752675,2025,regular,1,2025-08-30T22:00:00.000Z,201,Oklahoma,SEC,fbs,35.0,2287,Illinois State,MVFC,fcs,3.0,ESPN Bet,-38.5,Oklahoma -38.5,-35.5,60.5,60.5,-20000.0,3000.0,
394,401757220,2025,regular,1,2025-08-30T20:00:00.000Z,2335,Liberty,Conference USA,fbs,28.0,311,Maine,CAA,fcs,7.0,Bovada,-25.5,Liberty -25.5,-25.5,51.0,52.5,,,
395,401757220,2025,regular,1,2025-08-30T20:00:00.000Z,2335,Liberty,Conference USA,fbs,28.0,311,Maine,CAA,fcs,7.0,ESPN Bet,-25.5,Liberty -25.5,-25.5,50.5,52.5,-5000.0,1500.0,
396,401756851,2025,regular,1,2025-08-31T00:00:00.000Z,252,BYU,Big 12,fbs,69.0,2502,Portland State,Big Sky,fcs,0.0,Bovada,-43.5,BYU -43.5,-43.5,61.5,61.5,,,
397,401756851,2025,regular,1,2025-08-31T00:00:00.000Z,252,BYU,Big 12,fbs,69.0,2502,Portland State,Big Sky,fcs,0.0,ESPN Bet,-44.5,BYU -44.5,-34.5,62.5,56.5,-50000.0,3500.0,
398,401754521,2025,regular,1,2025-08-31T01:00:00.000Z,2567,SMU,ACC,fbs,42.0,2837,East Texas A&M,Southland,fcs,13.0,Bovada,-51.0,SMU -51.0,-50.5,65.0,63.5,,,
399,401754521,2025,regular,1,2025-08-31T01:00:00.000Z,2567,SMU,ACC,fbs,42.0,2837,East Texas A&M,Southland,fcs,13.0,ESPN Bet,-50.5,SMU -50.5,-50.5,64.5,63.5,,,
400,401756855,2025,regular,1,2025-08-30T23:00:00.000Z,2306,Kansas State,Big 12,fbs,38.0,155,North Dakota,MVFC,fcs,35.0,Bovada,-27.5,Kansas State -27.5,-25.5,55.5,55.5,,,
401,401756855,2025,regular,1,2025-08-30T23:00:00.000Z,2306,Kansas State,Big 12,fbs,38.0,155,North Dakota,MVFC,fcs,35.0,ESPN Bet,-27.5,Kansas State -27.5,-28.5,55.5,57.5,-5000.0,1500.0,
402,401757226,2025,regular,1,2025-08-30T23:00:00.000Z,98,Western Kentucky,Conference USA,fbs,55.0,2453,North Alabama,UAC,fcs,6.0,Bovada,-27.5,Western Kentucky -27.5,-28.5,60.5,60.5,,,
403,401757226,2025,regular,1,2025-08-30T23:00:00.000Z,98,Western Kentucky,Conference USA,fbs,55.0,2453,North Alabama,UAC,fcs,6.0,ESPN Bet,-27.5,Western Kentucky -27.5,-28.0,60.5,60.5,-4000.0,1300.0,
404,401762433,2025,regular,1,2025-08-30T20:30:00.000Z,235,Memphis,American Athletic,fbs,45.0,236,Chattanooga,Southern,fcs,10.0,Bovada,-30.5,Memphis -30.5,-28.0,55.5,55.5,,,
405,401762433,2025,regular,1,2025-08-30T20:30:00.000Z,235,Memphis,American Athletic,fbs,45.0,236,Chattanooga,Southern,fcs,10.0,ESPN Bet,-30.5,Memphis -30.5,-27.5,55.5,55.5,-10000.0,2500.0,
406,401756852,2025,regular,1,2025-08-29T00:00:00.000Z,248,Houston,Big 12,fbs,27.0,2617,Stephen F. Austin,Southland,fcs,0.0,Bovada,-24.5,Houston -24.5,-22.5,54.5,55.5,-2200.0,1000.0,
407,401756852,2025,regular,1,2025-08-29T00:00:00.000Z,248,Houston,Big 12,fbs,27.0,2617,Stephen F. Austin,Southland,fcs,0.0,ESPN Bet,-23.5,Houston -23.5,-22.5,54.5,55.5,-3000.0,1200.0,
408,401767410,2025,regular,1,2025-08-23T23:30:00.000Z,2582,Southern,SWAC,fcs,14.0,2428,North Carolina Central,MEAC,fcs,31.0,ESPN Bet,10.5,North Carolina Central -10.5,,47.5,,,,
409,401752679,2025,regular,1,2025-08-30T23:00:00.000Z,238,Vanderbilt,SEC,fbs,45.0,2127,Charleston Southern,Big South-OVC,fcs,3.0,Bovada,-37.5,Vanderbilt -37.5,-37.5,49.5,48.5,,,
410,401752679,2025,regular,1,2025-08-30T23:00:00.000Z,238,Vanderbilt,SEC,fbs,45.0,2127,Charleston Southern,Big South-OVC,fcs,3.0,ESPN Bet,-38.5,Vanderbilt -38.5,-36.0,50.5,48.5,,,
411,401761595,2025,regular,1,2025-08-30T23:00:00.000Z,2653,Troy,Sun Belt,fbs,38.0,2447,Nicholls,Southland,fcs,20.0,ESPN Bet,-16.5,Troy -16.5,-22.5,46.5,50.5,-2500.0,1100.0,
412,401761595,2025,regular,1,2025-08-30T23:00:00.000Z,2653,Troy,Sun Belt,fbs,38.0,2447,Nicholls,Southland,fcs,20.0,Bovada,-19.5,Troy -19.5,-21.5,47.5,48.5,,,
413,401761593,2025,regular,1,2025-08-30T23:00:00.000Z,6,South Alabama,Sun Belt,fbs,38.0,2415,Morgan State,MEAC,fcs,21.0,Bovada,-28.5,South Alabama -28.5,-28.5,51.5,51.5,,,
414,401761593,2025,regular,1,2025-08-30T23:00:00.000Z,6,South Alabama,Sun Belt,fbs,38.0,2415,Morgan State,MEAC,fcs,21.0,ESPN Bet,-28.5,South Alabama -28.5,-28.5,50.5,51.5,,,
415,401762435,2025,regular,1,2025-08-31T00:00:00.000Z,249,North Texas,American Athletic,fbs,51.0,2320,Lamar,Southland,fcs,0.0,Bovada,-27.5,North Texas -27.5,-24.5,63.5,63.5,,,
416,401762435,2025,regular,1,2025-08-31T00:00:00.000Z,249,North Texas,American Athletic,fbs,51.0,2320,Lamar,Southland,fcs,0.0,ESPN Bet,-27.5,North Texas -27.5,-27.5,62.5,63.5,-7500.0,2000.0,
417,401761601,2025,regular,2,2025-09-06T23:00:00.000Z,6,South Alabama,Sun Belt,fbs,31.0,2655,Tulane,American Athletic,fbs,33.0,Bovada,13.5,Tulane -13.5,10.0,51.5,51.5,295.0,-390.0,
418,401761601,2025,regular,2,2025-09-06T23:00:00.000Z,6,South Alabama,Sun Belt,fbs,31.0,2655,Tulane,American Athletic,fbs,33.0,ESPN Bet,13.5,Tulane -13.5,10.5,51.5,51.5,400.0,-600.0,
419,401761590,2025,regular,1,2025-08-30T22:00:00.000Z,256,James Madison,Sun Belt,fbs,45.0,2692,Weber State,Big Sky,fcs,10.0,Bovada,-26.5,James Madison -26.5,-27.5,54.5,54.5,,,
420,401761590,2025,regular,1,2025-08-30T22:00:00.000Z,256,James Madison,Sun Belt,fbs,45.0,2692,Weber State,Big Sky,fcs,10.0,ESPN Bet,-27.5,James Madison -27.5,-25.5,54.5,54.5,-6000.0,1800.0,
421,401757222,2025,regular,1,2025-08-30T23:00:00.000Z,2393,Middle Tennessee,Conference USA,fbs,14.0,2046,Austin Peay,UAC,fcs,34.0,Bovada,-14.5,Middle Tennessee -14.5,-13.5,53.5,53.5,-675.0,460.0,
422,401757222,2025,regular,1,2025-08-30T23:00:00.000Z,2393,Middle Tennessee,Conference USA,fbs,14.0,2046,Austin Peay,UAC,fcs,34.0,ESPN Bet,-16.5,Middle Tennessee -16.5,-9.5,53.5,53.5,-800.0,500.0,
423,401762430,2025,regular,1,2025-08-29T00:30:00.000Z,5,UAB,American Athletic,fbs,52.0,2011,Alabama State,SWAC,fcs,42.0,Bovada,-21.0,UAB -21.0,-20.0,53.5,53.5,-1200.0,700.0,
424,401762430,2025,regular,1,2025-08-29T00:30:00.000Z,5,UAB,American Athletic,fbs,52.0,2011,Alabama State,SWAC,fcs,42.0,ESPN Bet,-21.5,UAB -21.5,-20.5,53.5,53.5,-2000.0,1000.0,
425,401752687,2025,regular,2,2025-09-06T23:30:00.000Z,99,LSU,SEC,fbs,23.0,2348,Louisiana Tech,Conference USA,fbs,7.0,Bovada,-36.5,LSU -36.5,-38.0,49.5,52.5,,,
426,401752687,2025,regular,2,2025-09-06T23:30:00.000Z,99,LSU,SEC,fbs,23.0,2348,Louisiana Tech,Conference USA,fbs,7.0,ESPN Bet,-36.5,LSU -36.5,-32.5,49.5,52.5,,,
427,401752814,2025,regular,2,2025-09-06T23:30:00.000Z,30,USC,Big Ten,fbs,59.0,290,Georgia Southern,Sun Belt,fbs,20.0,Bovada,-29.0,USC -29.0,-28.0,61.5,64.0,-10000.0,1600.0,
428,401752814,2025,regular,2,2025-09-06T23:30:00.000Z,30,USC,Big Ten,fbs,59.0,290,Georgia Southern,Sun Belt,fbs,20.0,ESPN Bet,-28.5,USC -28.5,-27.5,62.5,64.5,,,
429,401760359,2025,regular,1,2025-08-30T19:30:00.000Z,2005,Air Force,Mountain West,fbs,49.0,2083,Bucknell,Patriot,fcs,13.0,Bovada,-31.0,Air Force -31.0,-32.0,54.5,54.5,,,
430,401760359,2025,regular,1,2025-08-30T19:30:00.000Z,2005,Air Force,Mountain West,fbs,49.0,2083,Bucknell,Patriot,fcs,13.0,ESPN Bet,-30.5,Air Force -30.5,-31.0,53.5,56.5,-10000.0,2500.0,
431,401752683,2025,regular,2,2025-09-06T23:30:00.000Z,2,Auburn,SEC,fbs,42.0,2050,Ball State,Mid-American,fbs,3.0,Bovada,-43.0,Auburn -43.0,-43.5,52.5,55.5,,,
432,401752683,2025,regular,2,2025-09-06T23:30:00.000Z,2,Auburn,SEC,fbs,42.0,2050,Ball State,Mid-American,fbs,3.0,ESPN Bet,-42.5,Auburn -42.5,-42.5,52.5,54.5,,,
433,401757232,2025,regular,2,2025-09-06T23:00:00.000Z,2649,Toledo,Mid-American,fbs,45.0,98,Western Kentucky,Conference USA,fbs,21.0,Bovada,-8.5,Toledo -8.5,-5.5,57.5,59.5,-220.0,180.0,
434,401757232,2025,regular,2,2025-09-06T23:00:00.000Z,2649,Toledo,Mid-American,fbs,45.0,98,Western Kentucky,Conference USA,fbs,21.0,ESPN Bet,-7.5,Toledo -7.5,-6.5,56.5,58.5,-300.0,250.0,
435,401761591,2025,regular,1,2025-08-30T23:00:00.000Z,2032,Arkansas State,Sun Belt,fbs,42.0,2546,Southeast Missouri State,Big South-OVC,fcs,24.0,ESPN Bet,-15.5,Arkansas State -15.5,-10.5,59.5,59.5,-750.0,475.0,
436,401752810,2025,regular,2,2025-09-06T23:30:00.000Z,158,Nebraska,Big Ten,fbs,68.0,2006,Akron,Mid-American,fbs,0.0,Bovada,-34.0,Nebraska -34.0,-34.0,47.5,48.0,,,
437,401752810,2025,regular,2,2025-09-06T23:30:00.000Z,158,Nebraska,Big Ten,fbs,68.0,2006,Akron,Mid-American,fbs,0.0,ESPN Bet,-33.5,Nebraska -33.5,-33.5,47.5,47.5,,,
438,401752681,2025,regular,2,2025-09-06T23:45:00.000Z,333,Alabama,SEC,fbs,73.0,2433,UL Monroe,Sun Belt,fbs,0.0,Bovada,-34.0,Alabama -34.0,-37.5,50.0,50.0,,,
439,401752681,2025,regular,2,2025-09-06T23:45:00.000Z,333,Alabama,SEC,fbs,73.0,2433,UL Monroe,Sun Belt,fbs,0.0,ESPN Bet,-34.5,Alabama -34.5,-36.5,50.5,51.5,,,
440,401757229,2025,regular,2,2025-09-07T01:00:00.000Z,166,New Mexico State,Conference USA,fbs,21.0,202,Tulsa,American Athletic,fbs,14.0,Bovada,3.0,Tulsa -3.0,2.5,52.5,53.5,110.0,-130.0,
441,401757229,2025,regular,2,2025-09-07T01:00:00.000Z,166,New Mexico State,Conference USA,fbs,21.0,202,Tulsa,American Athletic,fbs,14.0,ESPN Bet,3.5,Tulsa -3.5,3.5,53.5,52.5,145.0,-170.0,
442,401762793,2025,regular,1,2025-08-30T19:30:00.000Z,2459,Northern Illinois,Mid-American,fbs,19.0,107,Holy Cross,Patriot,fcs,17.0,Bovada,-13.5,Northern Illinois -13.5,-13.0,48.5,51.5,,,
443,401762793,2025,regular,1,2025-08-30T19:30:00.000Z,2459,Northern Illinois,Mid-American,fbs,19.0,107,Holy Cross,Patriot,fcs,17.0,ESPN Bet,-13.5,Northern Illinois -13.5,-11.0,48.5,51.5,-550.0,380.0,
444,401757230,2025,regular,2,2025-09-07T03:59:00.000Z,62,Hawai'i,Mountain West,fbs,37.0,2534,Sam Houston,Conference USA,fbs,20.0,Bovada,-7.0,Hawai'i -7.0,-10.0,47.5,49.0,-370.0,285.0,
445,401757230,2025,regular,2,2025-09-07T03:59:00.000Z,62,Hawai'i,Mountain West,fbs,37.0,2534,Sam Houston,Conference USA,fbs,20.0,ESPN Bet,-7.5,Hawai'i -7.5,-7.5,48.5,49.5,-275.0,225.0,
446,401752707,2025,regular,3,2025-09-13T23:30:00.000Z,87,Notre Dame,FBS Independents,fbs,40.0,245,Texas A&M,SEC,fbs,41.0,ESPN Bet,-7.5,Notre Dame -7.5,-7.0,48.5,49.5,-250.0,210.0,
447,401752707,2025,regular,3,2025-09-13T23:30:00.000Z,87,Notre Dame,FBS Independents,fbs,40.0,245,Texas A&M,SEC,fbs,41.0,DraftKings,-6.5,Notre Dame -6.5,-7.0,49.5,49.5,-245.0,200.0,
448,401752707,2025,regular,3,2025-09-13T23:30:00.000Z,87,Notre Dame,FBS Independents,fbs,40.0,245,Texas A&M,SEC,fbs,41.0,Bovada,-6.5,Notre Dame -6.5,-6.5,50.0,48.5,-240.0,200.0,
449,401754612,2025,regular,14,2025-11-29T05:00:00.000Z,152,NC State,ACC,fbs,,153,North Carolina,ACC,fbs,,ESPN Bet,-2.5,NC State -2.5,-2.5,53.5,53.5,-135.0,115.0,
450,401752917,2025,regular,14,2025-11-29T05:00:00.000Z,264,Washington,Big Ten,fbs,,2483,Oregon,Big Ten,fbs,,ESPN Bet,11.5,Oregon -11.5,10.5,53.5,52.5,320.0,-425.0,
451,401752916,2025,regular,14,2025-11-28T17:00:00.000Z,158,Nebraska,Big Ten,fbs,,2294,Iowa,Big Ten,fbs,,ESPN Bet,-2.5,Nebraska -2.5,-2.5,44.5,44.5,-125.0,105.0,
452,401767080,2025,regular,1,2025-08-31T00:30:00.000Z,253,Southern Utah,UAC,fcs,46.0,304,Idaho State,Big Sky,fcs,24.0,Bovada,-4.5,Southern Utah -4.5,-4.5,63.5,63.5,,,
453,401767080,2025,regular,1,2025-08-31T00:30:00.000Z,253,Southern Utah,UAC,fcs,46.0,304,Idaho State,Big Sky,fcs,24.0,ESPN Bet,-4.5,Southern Utah -4.5,,62.5,,,,
454,401752695,2025,regular,2,2025-09-06T23:30:00.000Z,259,Virginia Tech,ACC,fbs,20.0,238,Vanderbilt,SEC,fbs,44.0,ESPN Bet,-2.5,Virginia Tech -2.5,-1.5,46.5,47.5,-130.0,110.0,
455,401752695,2025,regular,2,2025-09-06T23:30:00.000Z,259,Virginia Tech,ACC,fbs,20.0,238,Vanderbilt,SEC,fbs,44.0,Bovada,-1.5,Virginia Tech -1.5,-1.0,44.5,47.5,-115.0,-105.0,
456,401752786,2025,regular,14,2025-11-28T20:30:00.000Z,59,Georgia Tech,ACC,fbs,,61,Georgia,SEC,fbs,,ESPN Bet,13.5,Georgia -13.5,13.5,53.5,53.5,400.0,-600.0,
457,401756934,2025,regular,9,2025-10-25T04:00:00.000Z,254,Utah,Big 12,fbs,,38,Colorado,Big 12,fbs,,ESPN Bet,-8.5,Utah -8.5,-9.5,55.5,55.5,-300.0,250.0,
458,401767602,2025,regular,1,2025-08-30T17:00:00.000Z,2166,Davidson,Pioneer,fcs,14.0,46,Georgetown,Patriot,fcs,51.0,ESPN Bet,3.5,Georgetown -3.5,,55.5,,,,
459,401752788,2025,regular,14,2025-11-28T17:00:00.000Z,344,Mississippi State,SEC,fbs,,145,Ole Miss,SEC,fbs,,ESPN Bet,11.5,Ole Miss -11.5,13.5,59.5,59.5,340.0,-450.0,
460,401756854,2025,regular,1,2025-08-29T23:30:00.000Z,2305,Kansas,Big 12,fbs,46.0,2681,Wagner,NEC,fcs,7.0,ESPN Bet,-45.5,Kansas -45.5,-45.5,57.5,56.5,,,
461,401756854,2025,regular,1,2025-08-29T23:30:00.000Z,2305,Kansas,Big 12,fbs,46.0,2681,Wagner,NEC,fcs,7.0,Bovada,-46.5,Kansas -46.5,-46.5,57.5,56.5,,,
462,401766898,2025,regular,1,2025-08-29T23:00:00.000Z,2229,Florida International,Conference USA,fbs,42.0,2065,Bethune-Cookman,SWAC,fcs,9.0,ESPN Bet,-26.5,Florida International -26.5,-31.0,54.5,54.5,-5000.0,1500.0,
463,401767339,2025,regular,1,2025-08-30T18:00:00.000Z,231,Furman,Southern,fcs,23.0,2729,William & Mary,CAA,fcs,21.0,ESPN Bet,-2.5,Furman -2.5,,49.5,,,,
464,401767657,2025,regular,1,2025-08-30T18:00:00.000Z,2529,Sacred Heart,FCS Independents,fcs,12.0,284,Stonehill,NEC,fcs,7.0,ESPN Bet,-6.5,Sacred Heart -6.5,,45.5,,,,
465,401752799,2025,regular,1,2025-08-30T22:00:00.000Z,2294,Iowa,Big Ten,fbs,34.0,399,UAlbany,CAA,fcs,7.0,ESPN Bet,-39.5,Iowa -39.5,-37.5,48.5,48.5,,,
466,401767536,2025,regular,1,2025-08-30T18:00:00.000Z,2460,Northern Iowa,MVFC,fcs,38.0,2086,Butler,Pioneer,fcs,14.0,ESPN Bet,-16.5,Northern Iowa -16.5,,53.5,,,,
467,401752778,2025,regular,13,2025-11-22T17:00:00.000Z,201,Oklahoma,SEC,fbs,,142,Missouri,SEC,fbs,,ESPN Bet,-7.5,Oklahoma -7.5,-7.5,54.5,54.5,-260.0,215.0,
468,401752875,2025,regular,8,2025-10-18T04:00:00.000Z,2294,Iowa,Big Ten,fbs,,213,Penn State,Big Ten,fbs,,ESPN Bet,10.5,Penn State -10.5,10.5,44.5,45.5,280.0,-360.0,
469,401767179,2025,regular,1,2025-08-30T19:00:00.000Z,2296,Jackson State,SWAC,fcs,28.0,2261,Hampton,CAA,fcs,14.0,ESPN Bet,-18.5,Jackson State -18.5,,58.5,,,,
470,401767549,2025,regular,1,2025-08-28T22:00:00.000Z,2754,Youngstown State,MVFC,fcs,24.0,2385,Mercyhurst,NEC,fcs,15.0,ESPN Bet,-24.0,Youngstown State -24,,59.5,,,,
471,401767350,2025,regular,1,2025-08-30T20:00:00.000Z,50,Florida A&M,SWAC,fcs,9.0,47,Howard,MEAC,fcs,10.0,ESPN Bet,-7.5,Florida A&M -7.5,,48.5,,,,
472,401767209,2025,regular,1,2025-08-28T23:00:00.000Z,2900,St. Thomas (MN),Pioneer,fcs,35.0,2815,Lindenwood,Big South-OVC,fcs,13.0,ESPN Bet,6.5,Lindenwood -6.5,,51.5,,,,
473,401752865,2025,regular,7,2025-10-11T04:00:00.000Z,356,Illinois,Big Ten,fbs,,194,Ohio State,Big Ten,fbs,,ESPN Bet,13.5,Ohio State -13.5,13.5,50.5,50.5,400.0,-600.0,
474,401767171,2025,regular,1,2025-08-28T23:00:00.000Z,2197,Eastern Illinois,Big South-OVC,fcs,24.0,2168,Dayton,Pioneer,fcs,14.0,ESPN Bet,-9.5,Eastern Illinois -9.5,,47.5,,,,
