id,season,seasonType,week,startDate,homeTeamId,homeTeam,homeConference,homeClassification,homeScore,awayTeamId,awayTeam,awayConference,awayClassification,awayScore,provider,spread,formattedSpread,spreadOpen,overUnder,overUnderOpen,homeMoneyline,awayMoneyline
401777329,2025,regular,15,2025-12-06T17:00:00.000Z,2711,Western Michigan,Mid-American,fbs,23,193,Miami (OH),Mid-American,fbs,13,ESPN Bet,-2.5,Western Michigan -2.5,-2.5,43.5,43.5,-140.0,115.0
401777325,2025,regular,15,2025-12-06T00:00:00.000Z,55,Jacksonville State,Conference USA,fbs,15,338,Kennesaw State,Conference USA,fbs,19,ESPN Bet,-1.5,Jacksonville State -1.5,-1.5,58.5,58.5,-115.0,-105.0
401777327,2025,regular,15,2025-12-06T17:00:00.000Z,2641,Texas Tech,Big 12,fbs,34,252,BYU,Big 12,fbs,7,ESPN Bet,-13.5,Texas Tech -13.5,-11.5,50.5,50.5,-650.0,425.0
401777353,2025,regular,15,2025-12-07T01:00:00.000Z,194,Ohio State,Big Ten,fbs,10,84,Indiana,Big Ten,fbs,13,ESPN Bet,-5.5,Ohio State -5.5,-6.5,48.5,48.5,-210.0,175.0
401777326,2025,regular,15,2025-12-06T01:00:00.000Z,68,Boise State,Mountain West,fbs,38,2439,UNLV,Mountain West,fbs,21,ESPN Bet,-3.5,Boise State -3.5,-3.5,57.5,57.5,-165.0,140.0
401777328,2025,regular,15,2025-12-07T01:00:00.000Z,258,Virginia,ACC,fbs,20,150,Duke,ACC,fbs,27,ESPN Bet,,,,,,,
401756961,2025,regular,14,2025-11-29T02:00:00.000Z,9,Arizona State,Big 12,fbs,7,12,Arizona,Big 12,fbs,23,ESPN Bet,2.5,Arizona -2.5,1.5,47.5,50.5,105.0,-125.0
401777351,2025,regular,15,2025-12-06T21:00:00.000Z,333,Alabama,SEC,fbs,7,61,Georgia,SEC,fbs,28,ESPN Bet,2.5,Georgia -2.5,2.5,47.5,47.5,115.0,-135.0
401836055,2025,regular,14,2025-11-29T17:00:00.000Z,222,Villanova,CAA,fcs,52,108,Harvard,Ivy,fcs,7,ESPN Bet,2.0,Harvard -2,,53.5,,,
401833969,2025,regular,14,2025-11-29T18:00:00.000Z,2000,Abilene Christian,UAC,fcs,38,2320,Lamar,Southland,fcs,20,ESPN Bet,-12.5,Abilene Christian -12.5,,45.5,,,
401836115,2025,regular,14,2025-11-29T18:00:00.000Z,2635,Tennessee Tech,Big South-OVC,fcs,6,155,North Dakota,MVFC,fcs,31,ESPN Bet,2.0,North Dakota -2,,48.5,,,
401836195,2025,regular,14,2025-11-29T18:00:00.000Z,233,South Dakota,MVFC,fcs,38,2181,Drake,Pioneer,fcs,17,ESPN Bet,-21.0,South Dakota -21,,46.5,,,
401833975,2025,regular,14,2025-11-29T17:00:00.000Z,2754,Youngstown State,MVFC,fcs,42,43,Yale,Ivy,fcs,43,ESPN Bet,-4.5,Youngstown State -4.5,,61.5,,,
401767420,2025,regular,14,2025-11-29T19:00:00.000Z,2582,Southern,SWAC,fcs,28,2755,Grambling,SWAC,fcs,27,ESPN Bet,-13.5,Southern -13.5,,48.5,,,
401762521,2025,regular,16,2025-12-13T20:00:00.000Z,2426,Navy,American Athletic,fbs,17,349,Army,American Athletic,fbs,16,ESPN Bet,-3.5,Navy -3.5,-3.5,39.5,39.5,-145.0,125.0
401762517,2025,regular,14,2025-11-29T20:00:00.000Z,202,Tulsa,American Athletic,fbs,24,5,UAB,American Athletic,fbs,31,ESPN Bet,-9.5,Tulsa -9.5,-7.5,56.5,60.5,-320.0,260.0
401777324,2025,regular,15,2025-12-06T01:00:00.000Z,2655,Tulane,American Athletic,fbs,34,249,North Texas,American Athletic,fbs,21,ESPN Bet,2.5,North Texas -2.5,2.5,67.5,66.5,110.0,-130.0
401756966,2025,regular,14,2025-11-29T17:00:00.000Z,197,Oklahoma State,Big 12,fbs,13,66,Iowa State,Big 12,fbs,20,ESPN Bet,13.5,Iowa State -13.5,14.5,47.5,49.5,450.0,-700.0
401752924,2025,regular,14,2025-11-29T00:30:00.000Z,2509,Purdue,Big Ten,fbs,3,84,Indiana,Big Ten,fbs,56,ESPN Bet,28.5,Indiana -28.5,28.5,54.5,52.5,2000.0,-7500.0
401836102,2025,regular,14,2025-11-29T17:00:00.000Z,227,Rhode Island,CAA,fcs,27,2115,Central Connecticut,NEC,fcs,19,ESPN Bet,-19.5,Rhode Island -19.5,,52.5,,,
401761664,2025,regular,14,2025-11-29T19:00:00.000Z,295,Old Dominion,Sun Belt,fbs,27,2247,Georgia State,Sun Belt,fbs,10,ESPN Bet,-28.5,Old Dominion -28.5,-26.5,58.5,58.5,-6000.0,1800.0
401767428,2025,regular,14,2025-11-29T20:00:00.000Z,2400,Mississippi Valley State,SWAC,fcs,35,50,Florida A&M,SWAC,fcs,31,ESPN Bet,13.5,Florida A&M -13.5,,51.5,,,
401777352,2025,regular,15,2025-12-06T00:00:00.000Z,256,James Madison,Sun Belt,fbs,31,2653,Troy,Sun Belt,fbs,14,ESPN Bet,-22.5,James Madison -22.5,-21.5,47.5,47.5,-4000.0,1300.0
401752717,2025,regular,5,2025-09-27T16:00:00.000Z,8,Arkansas,SEC,fbs,13,87,Notre Dame,FBS Independents,fbs,56,ESPN Bet,5.5,Notre Dame -5.5,6.5,62.5,58.5,170.0,-200.0
401752846,2025,regular,4,2025-09-20T19:30:00.000Z,158,Nebraska,Big Ten,fbs,27,130,Michigan,Big Ten,fbs,30,ESPN Bet,1.5,Michigan -1.5,3.0,48.5,44.5,-105.0,-115.0
401752842,2025,regular,4,2025-09-20T23:30:00.000Z,265,Washington State,Pac-12,fbs,24,264,Washington,Big Ten,fbs,59,ESPN Bet,20.5,Washington -20.5,20.5,52.5,53.5,900.0,-1800.0
401752852,2025,regular,5,2025-09-27T19:30:00.000Z,264,Washington,Big Ten,fbs,6,194,Ohio State,Big Ten,fbs,24,ESPN Bet,9.5,Ohio State -9.5,11.5,52.5,48.5,290.0,-380.0
401752719,2025,regular,5,2025-09-27T19:30:00.000Z,145,Ole Miss,SEC,fbs,24,99,LSU,SEC,fbs,19,ESPN Bet,-3.5,Ole Miss -3.5,2.0,58.5,56.5,-140.0,120.0
401756847,2025,regular,1,2025-08-23T22:30:00.000Z,2305,Kansas,Big 12,fbs,31,278,Fresno State,Mountain West,fbs,7,ESPN Bet,-14.5,Kansas -14.5,-13.5,50.5,51.5,-650.0,425.0
401757218,2025,regular,1,2025-08-23T23:00:00.000Z,98,Western Kentucky,Conference USA,fbs,41,2534,Sam Houston,Conference USA,fbs,24,ESPN Bet,-10.5,Western Kentucky -10.5,-9.5,60.5,61.5,-400.0,300.0
401754516,2025,regular,1,2025-08-23T23:30:00.000Z,62,Hawai'i,Mountain West,fbs,23,24,Stanford,ACC,fbs,20,ESPN Bet,-1.5,Hawai'i -1.5,-1.5,50.5,53.5,-120.0,110.0
401762522,2025,regular,1,2025-08-28T21:30:00.000Z,58,South Florida,American Athletic,fbs,34,68,Boise State,Mountain West,fbs,7,ESPN Bet,5.5,Boise State -5.5,8.5,60.5,63.5,175.0,-210.0
401752794,2025,regular,1,2025-08-28T22:00:00.000Z,164,Rutgers,Big Ten,fbs,34,195,Ohio,Mid-American,fbs,31,ESPN Bet,-15.5,Rutgers -15.5,-11.5,53.5,46.5,-750.0,475.0
401756848,2025,regular,1,2025-08-28T23:00:00.000Z,2116,UCF,Big 12,fbs,17,55,Jacksonville State,Conference USA,fbs,10,ESPN Bet,-20.5,UCF -20.5,-16.5,52.5,53.5,-1800.0,900.0
401754373,2025,regular,1,2025-08-28T23:00:00.000Z,152,NC State,ACC,fbs,24,151,East Carolina,American Athletic,fbs,17,ESPN Bet,-13.5,NC State -13.5,-12.5,61.5,58.5,-650.0,425.0
401762789,2025,regular,1,2025-08-28T23:00:00.000Z,2006,Akron,Mid-American,fbs,0,2751,Wyoming,Mountain West,fbs,10,ESPN Bet,4.5,Wyoming -4.5,7.5,47.5,49.5,170.0,-200.0
401752793,2025,regular,1,2025-08-29T00:00:00.000Z,135,Minnesota,Big Ten,fbs,23,2084,Buffalo,Mid-American,fbs,10,ESPN Bet,-16.5,Minnesota -16.5,-17.0,41.5,45.5,-900.0,550.0
401762791,2025,regular,1,2025-08-29T01:00:00.000Z,275,Wisconsin,Big Ten,fbs,17,193,Miami (OH),Mid-American,fbs,0,ESPN Bet,-18.5,Wisconsin -18.5,-17.5,41.5,40.5,-1400.0,750.0
401752796,2025,regular,1,2025-08-29T01:00:00.000Z,2132,Cincinnati,Big 12,fbs,17,158,Nebraska,Big Ten,fbs,20,ESPN Bet,5.5,Nebraska -5.5,7.0,50.5,52.5,195.0,-230.0
401752802,2025,regular,1,2025-08-29T23:00:00.000Z,127,Michigan State,Big Ten,fbs,23,2711,Western Michigan,Mid-American,fbs,6,ESPN Bet,-22.5,Michigan State -22.5,-18.5,50.5,49.5,-2000.0,1000.0
401754374,2025,regular,1,2025-08-29T23:00:00.000Z,154,Wake Forest,ACC,fbs,10,338,Kennesaw State,Conference USA,fbs,9,ESPN Bet,-18.5,Wake Forest -18.5,-18.0,51.5,51.5,-1200.0,700.0
401761589,2025,regular,1,2025-08-29T23:00:00.000Z,2429,Charlotte,American Athletic,fbs,11,2026,App State,Sun Belt,fbs,34,ESPN Bet,19.5,App State -19.5,8.0,,53.5,135.0,-155.0
401754375,2025,regular,1,2025-08-30T00:00:00.000Z,38,Colorado,Big 12,fbs,20,59,Georgia Tech,ACC,fbs,27,ESPN Bet,3.5,Georgia Tech -3.5,4.0,50.5,55.5,145.0,-170.0
401752667,2025,regular,1,2025-08-30T00:00:00.000Z,239,Baylor,Big 12,fbs,24,2,Auburn,SEC,fbs,38,ESPN Bet,-1.5,Baylor -1.5,1.0,56.5,57.5,-105.0,-115.0
401757224,2025,regular,1,2025-08-30T01:30:00.000Z,2534,Sam Houston,Conference USA,fbs,21,2439,UNLV,Mountain West,fbs,38,ESPN Bet,8.5,UNLV -8.5,13.0,60.5,58.5,250.0,-300.0
401760358,2025,regular,1,2025-08-30T02:30:00.000Z,23,San José State,Mountain West,fbs,14,2117,Central Michigan,Mid-American,fbs,16,ESPN Bet,-14.5,San José State -14.5,-11.5,51.5,50.5,-650.0,425.0
401752801,2025,regular,1,2025-08-30T16:00:00.000Z,2509,Purdue,Big Ten,fbs,31,2050,Ball State,Mid-American,fbs,0,ESPN Bet,-16.5,Purdue -16.5,-17.0,48.5,50.5,-800.0,500.0
401752797,2025,regular,1,2025-08-30T16:00:00.000Z,120,Maryland,Big Ten,fbs,39,2226,Florida Atlantic,American Athletic,fbs,7,ESPN Bet,-13.5,Maryland -13.5,-16.5,59.5,57.5,-450.0,340.0
401752673,2025,regular,1,2025-08-30T16:00:00.000Z,2572,Southern Miss,Sun Belt,fbs,17,344,Mississippi State,SEC,fbs,34,ESPN Bet,15.5,Mississippi State -15.5,12.5,59.5,59.5,450.0,-700.0
401752803,2025,regular,1,2025-08-30T16:00:00.000Z,2655,Tulane,American Athletic,fbs,23,77,Northwestern,Big Ten,fbs,3,ESPN Bet,-6.5,Tulane -6.5,-6.5,45.5,46.5,-200.0,170.0
401752670,2025,regular,1,2025-08-30T16:45:00.000Z,96,Kentucky,SEC,fbs,24,2649,Toledo,Mid-American,fbs,16,ESPN Bet,-9.5,Kentucky -9.5,-9.5,48.5,48.5,-360.0,280.0
401752806,2025,regular,1,2025-08-30T18:30:00.000Z,84,Indiana,Big Ten,fbs,27,295,Old Dominion,Sun Belt,fbs,14,ESPN Bet,-23.5,Indiana -23.5,-23.5,53.5,54.5,-3000.0,1200.0
401752665,2025,regular,1,2025-08-30T19:30:00.000Z,52,Florida State,ACC,fbs,31,333,Alabama,SEC,fbs,17,ESPN Bet,13.5,Alabama -13.5,13.5,46.5,50.5,450.0,-700.0
401752669,2025,regular,1,2025-08-30T19:30:00.000Z,61,Georgia,SEC,fbs,45,276,Marshall,Sun Belt,fbs,7,ESPN Bet,-38.5,Georgia -38.5,-39.5,51.5,55.5,,
401752807,2025,regular,1,2025-08-30T19:30:00.000Z,213,Penn State,Big Ten,fbs,46,2440,Nevada,Mountain West,fbs,11,ESPN Bet,-43.5,Penn State -43.5,-45.5,54.5,58.5,,
401762456,2025,regular,1,2025-08-30T19:30:00.000Z,113,Massachusetts,Mid-American,fbs,10,218,Temple,American Athletic,fbs,42,ESPN Bet,2.5,Temple -2.5,3.0,48.5,51.5,110.0,-130.0
401754616,2025,regular,1,2025-08-30T22:00:00.000Z,258,Virginia,ACC,fbs,48,324,Coastal Carolina,Sun Belt,fbs,7,ESPN Bet,-13.5,Virginia -13.5,-12.5,54.5,57.5,-550.0,380.0
401752678,2025,regular,1,2025-08-30T23:00:00.000Z,245,Texas A&M,SEC,fbs,42,2636,UTSA,American Athletic,fbs,24,ESPN Bet,-23.5,Texas A&M -23.5,-21.5,59.5,,-2500.0,1100.0
401752671,2025,regular,1,2025-08-30T23:30:00.000Z,228,Clemson,ACC,fbs,10,99,LSU,SEC,fbs,17,ESPN Bet,-5.5,Clemson -5.5,-3.5,55.5,57.5,-200.0,170.0
401752808,2025,regular,1,2025-08-30T23:30:00.000Z,130,Michigan,Big Ten,fbs,34,167,New Mexico,Mountain West,fbs,17,ESPN Bet,-34.5,Michigan -34.5,-36.0,49.5,52.5,-50000.0,3500.0
401752798,2025,regular,1,2025-08-30T23:30:00.000Z,30,USC,Big Ten,fbs,73,2623,Missouri State,Conference USA,fbs,13,ESPN Bet,-36.5,USC -36.5,-35.5,60.5,58.5,,
401757225,2025,regular,1,2025-08-30T23:30:00.000Z,328,Utah State,Mountain West,fbs,28,2638,UTEP,Conference USA,fbs,16,ESPN Bet,-4.5,Utah State -4.5,-3.5,58.5,58.5,-200.0,170.0
401752672,2025,regular,1,2025-08-30T23:45:00.000Z,145,Ole Miss,SEC,fbs,63,2247,Georgia State,Sun Belt,fbs,7,ESPN Bet,-33.5,Ole Miss -33.5,-38.5,61.5,62.5,-50000.0,3500.0
401761592,2025,regular,1,2025-08-31T00:00:00.000Z,309,Louisiana,Sun Belt,fbs,12,242,Rice,American Athletic,fbs,14,ESPN Bet,-9.5,Louisiana -9.5,-14.0,48.5,49.5,-400.0,300.0
401761594,2025,regular,1,2025-08-31T00:00:00.000Z,326,Texas State,Sun Belt,fbs,52,2199,Eastern Michigan,Mid-American,fbs,27,ESPN Bet,-13.5,Texas State -13.5,-14.0,56.5,58.5,-600.0,400.0
401760361,2025,regular,1,2025-08-31T01:30:00.000Z,278,Fresno State,Mountain West,fbs,42,290,Georgia Southern,Sun Belt,fbs,14,ESPN Bet,1.5,Georgia Southern -1.5,-2.0,51.5,53.5,105.0,-125.0
401756849,2025,regular,1,2025-08-31T02:30:00.000Z,12,Arizona,Big 12,fbs,40,62,Hawai'i,Mountain West,fbs,6,ESPN Bet,-15.5,Arizona -15.5,-13.5,55.5,56.5,-700.0,450.0
401752936,2025,regular,1,2025-08-31T02:30:00.000Z,204,Oregon State,Pac-12,fbs,15,25,California,ACC,fbs,34,ESPN Bet,2.5,California -2.5,-2.5,48.5,51.5,120.0,-140.0
401752805,2025,regular,1,2025-08-31T03:00:00.000Z,264,Washington,Big Ten,fbs,38,36,Colorado State,Mountain West,fbs,21,ESPN Bet,-22.5,Washington -22.5,-19.5,51.5,52.5,-2500.0,1100.0
401752800,2025,regular,1,2025-08-31T03:00:00.000Z,26,UCLA,Big Ten,fbs,10,254,Utah,Big 12,fbs,43,ESPN Bet,6.5,Utah -6.5,6.5,48.5,50.5,210.0,-250.0
401754522,2025,regular,1,2025-08-31T23:30:00.000Z,2390,Miami,ACC,fbs,27,87,Notre Dame,FBS Independents,fbs,24,ESPN Bet,2.5,Notre Dame -2.5,2.5,50.5,52.5,120.0,-140.0
401754523,2025,regular,1,2025-09-02T00:00:00.000Z,153,North Carolina,ACC,fbs,14,2628,TCU,Big 12,fbs,48,ESPN Bet,3.5,TCU -3.5,3.0,54.5,59.5,150.0,-175.0
401752822,2025,regular,2,2025-09-06T16:00:00.000Z,66,Iowa State,Big 12,fbs,16,2294,Iowa,Big Ten,fbs,13,ESPN Bet,-3.5,Iowa State -3.5,-2.5,43.5,44.5,-155.0,135.0
401752689,2025,regular,2,2025-09-06T19:30:00.000Z,142,Missouri,SEC,fbs,42,2305,Kansas,Big 12,fbs,31,ESPN Bet,-6.5,Missouri -6.5,-6.5,49.5,51.5,-200.0,170.0
401752690,2025,regular,2,2025-09-06T23:30:00.000Z,201,Oklahoma,SEC,fbs,24,130,Michigan,Big Ten,fbs,13,ESPN Bet,-3.5,Oklahoma -3.5,-2.5,44.5,46.5,-175.0,150.0
401836116,2025,regular,14,2025-11-29T18:00:00.000Z,2571,South Dakota State,MVFC,fcs,41,160,New Hampshire,CAA,fcs,3,ESPN Bet,-11.0,South Dakota State -11,,43.5,,,
401752680,2025,regular,1,2025-08-31T19:00:00.000Z,2579,South Carolina,SEC,fbs,24,259,Virginia Tech,ACC,fbs,11,ESPN Bet,-7.5,South Carolina -7.5,-8.0,51.5,47.5,-260.0,215.0
401752676,2025,regular,1,2025-08-30T16:00:00.000Z,2633,Tennessee,SEC,fbs,45,183,Syracuse,ACC,fbs,26,ESPN Bet,-13.5,Tennessee -13.5,-14.0,51.5,53.5,-600.0,400.0
401752841,2025,regular,4,2025-09-20T19:00:00.000Z,2483,Oregon,Big Ten,fbs,41,204,Oregon State,Pac-12,fbs,7,ESPN Bet,-34.5,Oregon -34.5,-34.5,58.5,56.5,,
401752727,2025,regular,6,2025-10-04T19:30:00.000Z,57,Florida,SEC,fbs,29,251,Texas,SEC,fbs,21,ESPN Bet,4.5,Texas -4.5,6.5,42.5,53.5,175.0,-210.0
401756901,2025,regular,4,2025-09-20T16:00:00.000Z,254,Utah,Big 12,fbs,10,2641,Texas Tech,Big 12,fbs,34,ESPN Bet,-3.5,Utah -3.5,-4.5,58.5,55.5,-175.0,150.0
401752843,2025,regular,4,2025-09-20T23:30:00.000Z,84,Indiana,Big Ten,fbs,63,356,Illinois,Big Ten,fbs,10,ESPN Bet,-7.5,Indiana -7.5,-4.5,50.5,52.5,-270.0,220.0
401756922,2025,regular,7,2025-10-12T02:15:00.000Z,254,Utah,Big 12,fbs,42,9,Arizona State,Big 12,fbs,10,ESPN Bet,-8.5,Utah -8.5,-4.5,42.5,48.5,-320.0,260.0
401754553,2025,regular,6,2025-10-04T23:30:00.000Z,52,Florida State,ACC,fbs,22,2390,Miami,ACC,fbs,28,ESPN Bet,2.5,Miami -2.5,6.5,54.5,53.5,150.0,-175.0
401752871,2025,regular,8,2025-10-18T23:30:00.000Z,87,Notre Dame,FBS Independents,fbs,34,30,USC,Big Ten,fbs,24,ESPN Bet,-10.5,Notre Dame -10.5,-10.0,60.5,53.5,-400.0,300.0
401754564,2025,regular,8,2025-10-17T23:00:00.000Z,2390,Miami,ACC,fbs,21,97,Louisville,ACC,fbs,24,ESPN Bet,-10.5,Miami -10.5,-13.5,49.5,54.5,-425.0,320.0
401752718,2025,regular,5,2025-09-27T23:30:00.000Z,61,Georgia,SEC,fbs,21,333,Alabama,SEC,fbs,24,ESPN Bet,-2.5,Georgia -2.5,-4.0,52.5,52.5,-130.0,110.0
401752736,2025,regular,7,2025-10-11T19:30:00.000Z,251,Texas,SEC,fbs,23,201,Oklahoma,SEC,fbs,6,ESPN Bet,-2.5,Texas -2.5,-9.5,43.5,56.5,-140.0,120.0
401754591,2025,regular,12,2025-11-15T00:30:00.000Z,97,Louisville,ACC,fbs,19,228,Clemson,ACC,fbs,20,ESPN Bet,-2.5,Louisville -2.5,5.5,50.5,60.5,-125.0,105.0
401752751,2025,regular,9,2025-10-25T19:30:00.000Z,2579,South Carolina,SEC,fbs,22,333,Alabama,SEC,fbs,29,ESPN Bet,12.5,Alabama -12.5,13.5,47.5,46.5,360.0,-500.0
401757165,2025,regular,6,2025-10-04T19:30:00.000Z,87,Notre Dame,FBS Independents,fbs,28,68,Boise State,Mountain West,fbs,7,ESPN Bet,-21.5,Notre Dame -21.5,-16.5,63.5,53.5,-1600.0,800.0
401754552,2025,regular,6,2025-10-04T16:00:00.000Z,153,North Carolina,ACC,fbs,10,228,Clemson,ACC,fbs,38,ESPN Bet,15.5,Clemson -15.5,13.5,47.5,48.5,500.0,-800.0
401752766,2025,regular,12,2025-11-16T00:30:00.000Z,61,Georgia,SEC,fbs,35,251,Texas,SEC,fbs,10,ESPN Bet,-3.5,Georgia -3.5,-2.0,50.5,51.5,-190.0,160.0
401752870,2025,regular,7,2025-10-11T19:30:00.000Z,2483,Oregon,Big Ten,fbs,20,84,Indiana,Big Ten,fbs,30,ESPN Bet,-7.5,Oregon -7.5,-14.0,51.5,55.5,-270.0,220.0
401752742,2025,regular,8,2025-10-18T19:30:00.000Z,61,Georgia,SEC,fbs,43,145,Ole Miss,SEC,fbs,35,ESPN Bet,-7.5,Georgia -7.5,-10.5,56.5,53.5,-280.0,230.0
401756932,2025,regular,9,2025-10-25T16:00:00.000Z,2305,Kansas,Big 12,fbs,17,2306,Kansas State,Big 12,fbs,42,ESPN Bet,-3.5,Kansas -3.5,3.5,55.5,53.5,-170.0,145.0
401756923,2025,regular,8,2025-10-18T20:00:00.000Z,9,Arizona State,Big 12,fbs,26,2641,Texas Tech,Big 12,fbs,22,ESPN Bet,8.5,Texas Tech -8.5,10.5,52.5,49.5,240.0,-290.0
401752755,2025,regular,10,2025-11-01T19:30:00.000Z,57,Florida,SEC,fbs,20,61,Georgia,SEC,fbs,24,ESPN Bet,6.5,Georgia -6.5,8.0,50.5,51.5,230.0,-280.0
401752881,2025,regular,9,2025-10-25T23:30:00.000Z,127,Michigan State,Big Ten,fbs,20,130,Michigan,Big Ten,fbs,31,ESPN Bet,13.5,Michigan -13.5,8.0,47.5,46.5,450.0,-700.0
401752889,2025,regular,10,2025-11-01T16:00:00.000Z,194,Ohio State,Big Ten,fbs,38,213,Penn State,Big Ten,fbs,14,ESPN Bet,-17.5,Ohio State -17.5,-4.0,45.5,50.5,-1600.0,800.0
401752748,2025,regular,9,2025-10-25T23:30:00.000Z,99,LSU,SEC,fbs,25,245,Texas A&M,SEC,fbs,49,ESPN Bet,1.5,Texas A&M -1.5,-5.5,49.5,53.5,105.0,-125.0
401754586,2025,regular,11,2025-11-09T00:00:00.000Z,228,Clemson,ACC,fbs,24,52,Florida State,ACC,fbs,10,ESPN Bet,-1.5,Clemson -1.5,-16.5,57.5,55.5,-120.0,-105.0
401754581,2025,regular,10,2025-11-01T16:00:00.000Z,2567,SMU,ACC,fbs,26,2390,Miami,ACC,fbs,20,ESPN Bet,6.5,Miami -6.5,10.5,46.5,50.5,280.0,-360.0
401752765,2025,regular,12,2025-11-15T20:30:00.000Z,333,Alabama,SEC,fbs,21,201,Oklahoma,SEC,fbs,23,ESPN Bet,-6.5,Alabama -6.5,-12.5,46.5,56.5,-250.0,215.0
401752792,2025,regular,14,2025-11-29T00:30:00.000Z,251,Texas,SEC,fbs,27,245,Texas A&M,SEC,fbs,17,ESPN Bet,2.5,Texas A&M -2.5,-10.0,54.5,51.5,122.0,-140.0
401761665,2025,regular,14,2025-11-29T20:00:00.000Z,309,Louisiana,Sun Belt,fbs,30,2433,UL Monroe,Sun Belt,fbs,27,ESPN Bet,-10.5,Louisiana -10.5,-13.5,47.5,48.5,-500.0,360.0
401836095,2025,regular,14,2025-11-29T18:00:00.000Z,2545,SE Louisiana,Southland,fcs,3,2287,Illinois State,MVFC,fcs,21,ESPN Bet,-2.5,SE Louisiana -2.5,,54.5,,,
401756956,2025,regular,13,2025-11-23T01:00:00.000Z,38,Colorado,Big 12,fbs,17,9,Arizona State,Big 12,fbs,42,ESPN Bet,6.5,Arizona State -6.5,8.5,47.5,48.5,200.0,-240.0
401752911,2025,regular,13,2025-11-22T20:30:00.000Z,2483,Oregon,Big Ten,fbs,42,30,USC,Big Ten,fbs,27,ESPN Bet,-12.5,Oregon -12.5,-12.0,60.5,55.5,-425.0,320.0
401752775,2025,regular,13,2025-11-23T00:30:00.000Z,57,Florida,SEC,fbs,11,2633,Tennessee,SEC,fbs,31,ESPN Bet,3.5,Tennessee -3.5,3.5,57.5,57.5,145.0,-170.0
401752823,2025,regular,2,2025-09-07T00:00:00.000Z,2439,UNLV,Mountain West,fbs,30,26,UCLA,Big Ten,fbs,23,ESPN Bet,2.5,UCLA -2.5,2.5,54.5,55.5,115.0,-135.0
401760371,2025,regular,1,2025-08-23T20:00:00.000Z,2439,UNLV,Mountain West,fbs,38,304,Idaho State,Big Sky,fcs,31,ESPN Bet,-30.5,UNLV -30.5,-24.5,67.5,64.5,-10000.0,2500.0
401752688,2025,regular,2,2025-09-06T23:30:00.000Z,344,Mississippi State,SEC,fbs,24,9,Arizona State,Big 12,fbs,20,ESPN Bet,5.5,Arizona State -5.5,6.5,58.5,59.5,170.0,-200.0
401752948,2025,regular,2,2025-09-07T02:15:00.000Z,265,Washington State,Pac-12,fbs,36,21,San Diego State,Mountain West,fbs,13,ESPN Bet,-2.5,Washington State -2.5,-1.5,46.5,45.5,-125.0,105.0
401754528,2025,regular,2,2025-09-05T23:00:00.000Z,97,Louisville,ACC,fbs,28,256,James Madison,Sun Belt,fbs,14,ESPN Bet,-15.5,Louisville -15.5,-14.5,56.5,57.5,-750.0,475.0
401767476,2025,regular,1,2025-08-23T17:00:00.000Z,2447,Nicholls,Southland,fcs,20,2916,Incarnate Word,Southland,fcs,6,ESPN Bet,13.5,Incarnate Word -13.5,,50.5,,,
401752826,2025,regular,2,2025-09-05T23:30:00.000Z,120,Maryland,Big Ten,fbs,20,2459,Northern Illinois,Mid-American,fbs,9,ESPN Bet,-16.5,Maryland -16.5,-16.5,44.5,48.5,-900.0,550.0
401762518,2025,regular,14,2025-11-30T00:30:00.000Z,2655,Tulane,American Athletic,fbs,27,2429,Charlotte,American Athletic,fbs,0,ESPN Bet,-31.5,Tulane -31.5,-29.5,52.5,52.5,-100000.0,4000.0
401762790,2025,regular,1,2025-08-28T22:00:00.000Z,189,Bowling Green,Mid-American,fbs,26,322,Lafayette,Patriot,fcs,7,ESPN Bet,-21.5,Bowling Green -21.5,-21.5,53.5,52.5,-1600.0,800.0
401752709,2025,regular,4,2025-09-20T23:30:00.000Z,2390,Miami,ACC,fbs,26,57,Florida,SEC,fbs,7,ESPN Bet,-8.5,Miami -8.5,-3.0,51.5,55.5,-320.0,260.0
401752873,2025,regular,8,2025-10-18T16:00:00.000Z,130,Michigan,Big Ten,fbs,24,264,Washington,Big Ten,fbs,7,ESPN Bet,-4.5,Michigan -4.5,-10.5,50.5,47.5,-175.0,150.0
401752804,2025,regular,1,2025-08-30T20:00:00.000Z,2483,Oregon,Big Ten,fbs,59,147,Montana State,Big Sky,fcs,13,ESPN Bet,-28.5,Oregon -28.5,-27.5,55.5,56.5,-10000.0,2500.0
401754618,2025,regular,2,2025-09-06T16:00:00.000Z,183,Syracuse,ACC,fbs,27,41,UConn,FBS Independents,fbs,20,ESPN Bet,-7.5,Syracuse -7.5,-7.5,57.5,59.5,-275.0,225.0
401754525,2025,regular,2,2025-09-06T16:00:00.000Z,2567,SMU,ACC,fbs,45,239,Baylor,Big 12,fbs,48,ESPN Bet,-2.5,SMU -2.5,-4.5,65.5,60.5,-150.0,130.0
401752825,2025,regular,2,2025-09-06T16:00:00.000Z,150,Duke,ACC,fbs,19,356,Illinois,Big Ten,fbs,45,ESPN Bet,2.5,Illinois -2.5,2.5,49.5,49.5,115.0,-135.0
401752811,2025,regular,2,2025-09-06T16:00:00.000Z,213,Penn State,Big Ten,fbs,34,2229,Florida International,Conference USA,fbs,0,ESPN Bet,-41.5,Penn State -41.5,-41.5,53.5,54.5,,
